"external_id","name_ar","name_en","active","status","review_status","meal_type","operational_category","classification_source","breakfast_suitability","main_meal_suitability","snack_suitability","pre_workout_suitability","post_workout_suitability","pre_workout_conservative_usable","post_workout_conservative_usable","calories","protein_g","carbs_g","fat_g","fiber_g","fiber_source","serving_size","serving_unit","yield_servings","ingredients","preparation_steps_ar","preparation_steps_en","image_path","image_thumb_path","image_status","media_file_status","substitution_profile","allergens","dietary_tags","halal_tag","vegetarian_tag","vegan_tag","suitable_goals","notes","source_origin"
"MEAL-094","وعاء الكينوا بالتوفو والحمص والطحينة والليمون","Tahini-Lemon Tofu Chickpea Quinoa Bowl","YES_DERIVED_FROM_PUBLISHED_READY","published","ready","lunch","MAIN_MEAL","OFFICIAL_MEAL_TYPE","NO_OFFICIAL","YES_OFFICIAL","NO_OFFICIAL","NO_OFFICIAL","NO_OFFICIAL","NO","NO","929","51.6","85","42.5","25.1","qa.derived_fiber_g","620","g","1","توفو متماسك محضر بالكالسيوم / Firm tofu prepared with calcium: 160g; حمص حب مطهو / Chickpeas, cooked: 120g; كينوا مطهوة / Quinoa, cooked: 150g; أفوكادو طازج / Avocado, raw: 80g; سبانخ مطهوة / Spinach, cooked: 40g; طحينة سمسم / Sesame butter, tahini: 20g; فلفل حلو أحمر طازج / Red bell pepper, raw: 40g; عصير ليمون طازج / Lemon juice, raw: 10g","زِن وحضّر توفو متماسك محضر بالكالسيوم، حمص حب مطهو، كينوا مطهوة، أفوكادو طازج، سبانخ مطهوة، طحينة سمسم، فلفل حلو أحمر طازج، وعصير ليمون طازج بالكميات المدرجة بدقة، مع الحفاظ على الحالة المطهوة أو الطازجة المسجلة لكل مكوّن. | سخّن البروتين والبقول والحبوب المطهوة كلًا على حدة، وامزج الحمضيات والزيت والصلصة والتوابل المدرجة في تتبيلة خفيفة عند وجودها. | رتّب كل مكوّن مقاس في وعاء غداء واحد بأقسام ظاهرة ومميزة، وأضف التتبيلة المدرجة فقط وقدّم الوعاء كاملًا كحصة واحدة.","Measure and prepare Firm tofu prepared with calcium, Chickpeas, cooked, Quinoa, cooked, Avocado, raw, Spinach, cooked, Sesame butter, tahini, Red bell pepper, raw, and Lemon juice, raw in the exact listed amounts, keeping every cooked and raw ingredient in its recorded state. | Warm the cooked protein, legumes and grain separately; combine the listed citrus, oil, sauce and seasonings into a restrained dressing where present. | Arrange every measured component in one lunch bowl with distinct visible sections, add only the listed dressing, and serve the complete bowl as one portion.","/nutrition/meals/MEAL-094/cover.webp","/nutrition/meals/MEAL-094/cover-thumb.webp","ready","FILES_PRESENT","{""calorie_band_kcal"":""600_plus"",""protein_band_g"":""40_plus"",""carb_band_g"":""high"",""fat_band_g"":""high"",""meal_type_required"":true,""max_calorie_delta_pct"":10,""max_protein_delta_g"":8,""exclude_allergens"":true}","sesame|soy","vegetarian|vegan|pescatarian|gluten_free|high_protein|high_fiber","NOT_AVAILABLE","YES_EXPLICIT","YES_EXPLICIT","fat_loss|maintenance|muscle_gain","Nutrition Library V2. USDA FoodData Central. One serving. Identity is external_id.","USDA FoodData Central — SR Legacy (April 2018 release)"
"MEAL-095","علبة لفافة بيتا بالديك الرومي والحمص والثوم والبابريكا","Garlic-Paprika Turkey Hummus Whole-Wheat Pita Wrap","YES_DERIVED_FROM_PUBLISHED_READY","published","ready","lunch","MAIN_MEAL","OFFICIAL_MEAL_TYPE","NO_OFFICIAL","YES_OFFICIAL","NO_OFFICIAL","NO_OFFICIAL","NO_OFFICIAL","NO","NO","621","45.8","71.5","16.9","14.7","qa.derived_fiber_g","463","g","1","صدر ديك رومي مطهو ومشوي / Turkey breast, cooked, roasted: 105g; خبز بيتا من القمح الكامل / Whole-wheat pita bread: 80g; حمص مهروس محضر / Prepared hummus: 60g; أفوكادو طازج / Avocado, raw: 50g; خس روماني طازج / Romaine lettuce, raw: 50g; فلفل حلو أحمر طازج / Red bell pepper, raw: 60g; طماطم طازجة / Tomato, raw: 50g; بابريكا / Paprika: 3g; ثوم طازج / Garlic, raw: 5g","زِن وحضّر صدر ديك رومي مطهو ومشوي، خبز بيتا من القمح الكامل، حمص مهروس محضر، أفوكادو طازج، خس روماني طازج، فلفل حلو أحمر طازج، طماطم طازجة، بابريكا، وثوم طازج بالكميات المدرجة بدقة، مع الحفاظ على الحالة المطهوة أو الطازجة المسجلة لكل مكوّن. | سخّن الخبز والحشوة المطهوة المدرجين، وامزج المكوّن الكريمي والحمضيات والتوابل المدرجة فقط، ثم وزّع الحشوة المقاسة بالتساوي. | اطوِ حصة الخبز المدرجة كاملة حول الحشوة، وضعها في علبة تحضير وجبات واحدة دون أي جانب أو زينة أو صلصة خارج قائمة المكونات.","Measure and prepare Turkey breast, cooked, roasted, Whole-wheat pita bread, Prepared hummus, Avocado, raw, Romaine lettuce, raw, Red bell pepper, raw, Tomato, raw, Paprika, and Garlic, raw in the exact listed amounts, keeping every cooked and raw ingredient in its recorded state. | Warm the listed bread and cooked filling; combine only the listed creamy component, citrus and seasonings, then distribute the measured filling evenly. | Fold the full listed bread serving around the filling, pack it in one meal-prep box, and include no side, garnish or sauce beyond the ingredient list.","/nutrition/meals/MEAL-095/cover.webp","/nutrition/meals/MEAL-095/cover-thumb.webp","ready","FILES_PRESENT","{""calorie_band_kcal"":""600_plus"",""protein_band_g"":""40_plus"",""carb_band_g"":""high"",""fat_band_g"":""moderate"",""meal_type_required"":true,""max_calorie_delta_pct"":10,""max_protein_delta_g"":8,""exclude_allergens"":true}","gluten|sesame","high_protein|high_fiber","NOT_AVAILABLE","NO_EXPLICIT_TAG","NO_EXPLICIT_TAG","fat_loss|maintenance|muscle_gain","Nutrition Library V2. USDA FoodData Central. One serving. Identity is external_id.","USDA FoodData Central — SR Legacy (April 2018 release)"
"MEAL-096","وعاء الأرز الأبيض باللحم البقري والبروكلي والزنجبيل والصويا","Ginger-Soy Beef Broccoli White Rice Bowl","YES_DERIVED_FROM_PUBLISHED_READY","published","ready","lunch","MAIN_MEAL","OFFICIAL_MEAL_TYPE","NO_OFFICIAL","YES_OFFICIAL","NO_OFFICIAL","NO_OFFICIAL","NO_OFFICIAL","NO","NO","553","42.9","55.4","17.8","5.3","qa.derived_fiber_g","450","g","1","لحم بقري من السيرلوين قليل الدهن ومشوي / Beef top sirloin, lean, cooked, grilled: 115g; أرز أبيض مطهو / White rice, cooked: 150g; بروكلي مطهو / Broccoli, cooked: 100g; فلفل حلو أحمر طازج / Red bell pepper, raw: 60g; زيت زيتون / Olive oil: 10g; صلصة صويا قليلة الصوديوم / Reduced-sodium soy sauce: 10g; زنجبيل طازج / Ginger root, raw: 5g","زِن وحضّر لحم بقري من السيرلوين قليل الدهن ومشوي، أرز أبيض مطهو، بروكلي مطهو، فلفل حلو أحمر طازج، زيت زيتون، صلصة صويا قليلة الصوديوم، وزنجبيل طازج بالكميات المدرجة بدقة، مع الحفاظ على الحالة المطهوة أو الطازجة المسجلة لكل مكوّن. | سخّن البروتين والبقول والحبوب المطهوة كلًا على حدة، وامزج الحمضيات والزيت والصلصة والتوابل المدرجة في تتبيلة خفيفة عند وجودها. | رتّب كل مكوّن مقاس في وعاء غداء واحد بأقسام ظاهرة ومميزة، وأضف التتبيلة المدرجة فقط وقدّم الوعاء كاملًا كحصة واحدة.","Measure and prepare Beef top sirloin, lean, cooked, grilled, White rice, cooked, Broccoli, cooked, Red bell pepper, raw, Olive oil, Reduced-sodium soy sauce, and Ginger root, raw in the exact listed amounts, keeping every cooked and raw ingredient in its recorded state. | Warm the cooked protein, legumes and grain separately; combine the listed citrus, oil, sauce and seasonings into a restrained dressing where present. | Arrange every measured component in one lunch bowl with distinct visible sections, add only the listed dressing, and serve the complete bowl as one portion.","/nutrition/meals/MEAL-096/cover.webp","/nutrition/meals/MEAL-096/cover-thumb.webp","ready","FILES_PRESENT","{""calorie_band_kcal"":""450_599"",""protein_band_g"":""40_plus"",""carb_band_g"":""high"",""fat_band_g"":""moderate"",""meal_type_required"":true,""max_calorie_delta_pct"":10,""max_protein_delta_g"":8,""exclude_allergens"":true}","soy","high_protein","NOT_AVAILABLE","NO_EXPLICIT_TAG","NO_EXPLICIT_TAG","fat_loss|maintenance|muscle_gain","Nutrition Library V2. USDA FoodData Central. One serving. Identity is external_id.","USDA FoodData Central — SR Legacy (April 2018 release)"
"MEAL-097","طبق الكينوا بالسلمون والفيتا والليمون والبقدونس","Lemon-Parsley Salmon Quinoa Feta Plate","YES_DERIVED_FROM_PUBLISHED_READY","published","ready","lunch","MAIN_MEAL","OFFICIAL_MEAL_TYPE","NO_OFFICIAL","YES_OFFICIAL","NO_OFFICIAL","NO_OFFICIAL","NO_OFFICIAL","NO","NO","446","31","27.3","23.7","5.5","qa.derived_fiber_g","373","g","1","سلمون أطلسي مطهو بحرارة جافة / Atlantic salmon, cooked with dry heat: 100g; كينوا مطهوة / Quinoa, cooked: 80g; بروكلي مطهو / Broccoli, cooked: 80g; جبن فيتا / Feta cheese: 20g; خيار طازج بالقشر / Cucumber with peel, raw: 70g; زيت زيتون / Olive oil: 5g; عصير ليمون طازج / Lemon juice, raw: 12g; بقدونس طازج / Fresh parsley: 6g","زِن وحضّر سلمون أطلسي مطهو بحرارة جافة، كينوا مطهوة، بروكلي مطهو، جبن فيتا، خيار طازج بالقشر، زيت زيتون، عصير ليمون طازج، وبقدونس طازج بالكميات المدرجة بدقة، مع الحفاظ على الحالة المطهوة أو الطازجة المسجلة لكل مكوّن. | سخّن المكونات المطهوة كلًا على حدة وامزج الحمضيات والزيت والتوابل المدرجة فقط كلمسة خفيفة ومقاسة. | رتّب الحصة المقاسة كاملة في طبق غداء واحد، مع إبقاء المكوّن الأساسي والنشويات المذكورة بارزة بصريًا والجوانب منفصلة.","Measure and prepare Atlantic salmon, cooked with dry heat, Quinoa, cooked, Broccoli, cooked, Feta cheese, Cucumber with peel, raw, Olive oil, Lemon juice, raw, and Fresh parsley in the exact listed amounts, keeping every cooked and raw ingredient in its recorded state. | Warm the cooked components separately and mix only the listed citrus, oil and seasonings into a light measured finish. | Plate the complete measured serving on one lunch plate, keeping the named primary food and starch visibly dominant and all sides distinct.","/nutrition/meals/MEAL-097/cover.webp","/nutrition/meals/MEAL-097/cover-thumb.webp","ready","FILES_PRESENT","{""calorie_band_kcal"":""300_449"",""protein_band_g"":""30_39"",""carb_band_g"":""moderate"",""fat_band_g"":""high"",""meal_type_required"":true,""max_calorie_delta_pct"":10,""max_protein_delta_g"":8,""exclude_allergens"":true}","milk|fish","pescatarian|gluten_free|omega_3","NOT_AVAILABLE","NO_EXPLICIT_TAG","NO_EXPLICIT_TAG","fat_loss|maintenance|muscle_gain","Nutrition Library V2. USDA FoodData Central. One serving. Identity is external_id.","USDA FoodData Central — SR Legacy (April 2018 release)"
"MEAL-098","صينية معكرونة القمح الكامل بالدجاج والموزاريلا والثوم والبابريكا","Garlic-Paprika Chicken Mozzarella Whole-Wheat Pasta Bake","YES_DERIVED_FROM_PUBLISHED_READY","published","ready","lunch","MAIN_MEAL","OFFICIAL_MEAL_TYPE","NO_OFFICIAL","YES_OFFICIAL","NO_OFFICIAL","NO_OFFICIAL","NO_OFFICIAL","NO","NO","900","63.5","74.9","38.5","11.8","qa.derived_fiber_g","578","g","1","صدر دجاج مطهو ومشوي / Chicken breast, cooked, roasted: 120g; معكرونة قمح كامل مطهوة / Whole-wheat pasta, cooked: 200g; جبن موزاريلا جزئي الدسم / Mozzarella, part-skim: 50g; طماطم طازجة / Tomato, raw: 100g; فلفل حلو أحمر طازج / Red bell pepper, raw: 80g; زيت زيتون / Olive oil: 20g; ثوم طازج / Garlic, raw: 5g; بابريكا / Paprika: 3g","زِن وحضّر صدر دجاج مطهو ومشوي، معكرونة قمح كامل مطهوة، جبن موزاريلا جزئي الدسم، طماطم طازجة، فلفل حلو أحمر طازج، زيت زيتون، ثوم طازج، وبابريكا بالكميات المدرجة بدقة، مع الحفاظ على الحالة المطهوة أو الطازجة المسجلة لكل مكوّن. | اخلط المعكرونة المطهوة والدجاج والطماطم والفلفل الأحمر والثوم والبابريكا وزيت الزيتون بالكميات المحددة، ثم أضف الموزاريلا المقاسة فقط. | اخبز الحصة الواحدة حتى تذوب الموزاريلا وتتحمر بخفة دون أي صلصة أو زينة إضافية، وقدّمها في صينية الخبز الواحدة.","Measure and prepare Chicken breast, cooked, roasted, Whole-wheat pasta, cooked, Mozzarella, part-skim, Tomato, raw, Red bell pepper, raw, Olive oil, Garlic, raw, and Paprika in the exact listed amounts, keeping every cooked and raw ingredient in its recorded state. | Combine the measured cooked pasta, Chicken, Tomato, Red Pepper, Garlic, Paprika and Olive Oil; top only with the measured Mozzarella. | Bake the single serving until the Mozzarella is melted and lightly browned, with no extra sauce or garnish, then serve in its one baking dish.","/nutrition/meals/MEAL-098/cover.webp","/nutrition/meals/MEAL-098/cover-thumb.webp","ready","FILES_PRESENT","{""calorie_band_kcal"":""600_plus"",""protein_band_g"":""40_plus"",""carb_band_g"":""high"",""fat_band_g"":""high"",""meal_type_required"":true,""max_calorie_delta_pct"":10,""max_protein_delta_g"":8,""exclude_allergens"":true}","milk|gluten","high_protein|high_fiber","NOT_AVAILABLE","NO_EXPLICIT_TAG","NO_EXPLICIT_TAG","fat_loss|maintenance|muscle_gain","Nutrition Library V2. USDA FoodData Central. One serving. Identity is external_id.","USDA FoodData Central — SR Legacy (April 2018 release)"
"MEAL-099","علبة غداء بالفاصوليا الحمراء والفيتا وتورتيلا الذرة","Cumin-Lime Kidney Beans Feta Corn Lunch Box","YES_DERIVED_FROM_PUBLISHED_READY","published","ready","lunch","MAIN_MEAL","OFFICIAL_MEAL_TYPE","NO_OFFICIAL","YES_OFFICIAL","NO_OFFICIAL","NO_OFFICIAL","NO_OFFICIAL","NO","NO","638","21.9","88.8","21.7","19.8","qa.derived_fiber_g","508","g","1","فاصوليا حمراء مطهوة / Kidney beans, cooked: 100g; خبز تورتيلا الذرة / Corn tortilla: 70g; جبن فيتا / Feta cheese: 30g; أفوكادو طازج / Avocado, raw: 80g; أرز بني مطهو / Brown rice, cooked: 80g; خيار طازج بالقشر / Cucumber with peel, raw: 70g; طماطم طازجة / Tomato, raw: 60g; عصير ليمون أخضر طازج / Lime juice, raw: 12g; بقدونس طازج / Fresh parsley: 6g","زِن وحضّر فاصوليا حمراء مطهوة، خبز تورتيلا الذرة، جبن فيتا، أفوكادو طازج، أرز بني مطهو، خيار طازج بالقشر، طماطم طازجة، عصير ليمون أخضر طازج، وبقدونس طازج بالكميات المدرجة بدقة، مع الحفاظ على الحالة المطهوة أو الطازجة المسجلة لكل مكوّن. | سخّن المكونات المطهوة وقسّم المكونات الطازجة والحمضيات والتوابل المدرجة دون إضافة أي طعام غير مسجل. | ضع كل المكونات المقاسة في علبة تحضير وجبات مقسمة واحدة مع الحفاظ على هويتها المميزة وكمية الحصة الواحدة كاملة.","Measure and prepare Kidney beans, cooked, Corn tortilla, Feta cheese, Avocado, raw, Brown rice, cooked, Cucumber with peel, raw, Tomato, raw, Lime juice, raw, and Fresh parsley in the exact listed amounts, keeping every cooked and raw ingredient in its recorded state. | Warm the cooked components and portion the listed fresh ingredients, citrus and seasonings without adding any unlisted food. | Pack all measured components in one divided meal-prep box, preserving distinct identities and the complete one-serving quantity.","/nutrition/meals/MEAL-099/cover.webp","/nutrition/meals/MEAL-099/cover-thumb.webp","ready","FILES_PRESENT","{""calorie_band_kcal"":""600_plus"",""protein_band_g"":""20_29"",""carb_band_g"":""high"",""fat_band_g"":""high"",""meal_type_required"":true,""max_calorie_delta_pct"":10,""max_protein_delta_g"":8,""exclude_allergens"":true}","milk","vegetarian|pescatarian|gluten_free|high_fiber","NOT_AVAILABLE","YES_EXPLICIT","NO_EXPLICIT_TAG","fat_loss|maintenance","Nutrition Library V2. USDA FoodData Central. One serving. Identity is external_id.","USDA FoodData Central — SR Legacy (April 2018 release)"
"MEAL-100","طبق الكينوا بالأفوكادو ولحم الضأن والكمون والليمون الأخضر","Cumin-Lime Lamb Quinoa Avocado Plate","YES_DERIVED_FROM_PUBLISHED_READY","published","ready","lunch","MAIN_MEAL","OFFICIAL_MEAL_TYPE","NO_OFFICIAL","YES_OFFICIAL","NO_OFFICIAL","NO_OFFICIAL","NO_OFFICIAL","NO","NO","595","24.4","31.7","41.2","10.6","qa.derived_fiber_g","451","g","1","فخذ ضأن قليل الدهن ومشوي / Lamb leg, lean, cooked, roasted: 60g; كينوا مطهوة / Quinoa, cooked: 70g; أفوكادو طازج / Avocado, raw: 100g; خيار طازج بالقشر / Cucumber with peel, raw: 80g; كوسا مطهوة / Zucchini, cooked: 100g; زيت زيتون / Olive oil: 20g; عصير ليمون أخضر طازج / Lime juice, raw: 12g; كمون / Cumin seed: 3g; بقدونس طازج / Fresh parsley: 6g","زِن وحضّر فخذ ضأن قليل الدهن ومشوي، كينوا مطهوة، أفوكادو طازج، خيار طازج بالقشر، كوسا مطهوة، زيت زيتون، عصير ليمون أخضر طازج، كمون، وبقدونس طازج بالكميات المدرجة بدقة، مع الحفاظ على الحالة المطهوة أو الطازجة المسجلة لكل مكوّن. | سخّن المكونات المطهوة كلًا على حدة وامزج الحمضيات والزيت والتوابل المدرجة فقط كلمسة خفيفة ومقاسة. | رتّب الحصة المقاسة كاملة في طبق غداء واحد، مع إبقاء المكوّن الأساسي والنشويات المذكورة بارزة بصريًا والجوانب منفصلة.","Measure and prepare Lamb leg, lean, cooked, roasted, Quinoa, cooked, Avocado, raw, Cucumber with peel, raw, Zucchini, cooked, Olive oil, Lime juice, raw, Cumin seed, and Fresh parsley in the exact listed amounts, keeping every cooked and raw ingredient in its recorded state. | Warm the cooked components separately and mix only the listed citrus, oil and seasonings into a light measured finish. | Plate the complete measured serving on one lunch plate, keeping the named primary food and starch visibly dominant and all sides distinct.","/nutrition/meals/MEAL-100/cover.webp","/nutrition/meals/MEAL-100/cover-thumb.webp","ready","FILES_PRESENT","{""calorie_band_kcal"":""450_599"",""protein_band_g"":""20_29"",""carb_band_g"":""moderate"",""fat_band_g"":""high"",""meal_type_required"":true,""max_calorie_delta_pct"":10,""max_protein_delta_g"":8,""exclude_allergens"":true}","NOT_AVAILABLE","gluten_free|high_fiber","NOT_AVAILABLE","NO_EXPLICIT_TAG","NO_EXPLICIT_TAG","fat_loss|maintenance","Nutrition Library V2. USDA FoodData Central. One serving. Identity is external_id.","USDA FoodData Central — SR Legacy (April 2018 release)"
"MEAL-101","طبق الكسكس بالطحينة والليمون مع السلمون","Tahini-Lemon Couscous Plate with Salmon","YES_DERIVED_FROM_PUBLISHED_READY","published","ready","lunch","MAIN_MEAL","OFFICIAL_MEAL_TYPE","NO_OFFICIAL","YES_OFFICIAL","NO_OFFICIAL","NO_OFFICIAL","NO_OFFICIAL","NO","NO","820","29.7","69.2","47.1","7.5","qa.derived_fiber_g","513","g","1","سلمون أطلسي مطهو بحرارة جافة / Atlantic salmon, cooked with dry heat: 63g; كسكس مطهو / Couscous, cooked: 260g; سبانخ مطهوة / Spinach, cooked: 83g; خس روماني طازج / Romaine lettuce, raw: 53g; زيت زيتون / Olive oil: 30g; طحينة سمسم / Sesame butter, tahini: 16g; عصير ليمون طازج / Lemon juice, raw: 8g","سخّن أو حضّر كمية السلمون المحددة وفق حالتها المطهوة المدرجة. | سخّن المكونات المطهوة وحضّر المكونات الطازجة من الكميات المحددة من الكسكس، السبانخ، الخس الروماني، زيت الزيتون، الطحينة، الليمون مع الحفاظ على حالة كل مكوّن المسجلة. | رتّب الحصة كاملة في طبق خزفي مسطح ومحايد باستخدام السلمون، الكسكس، السبانخ، الخس الروماني، زيت الزيتون، الطحينة، الليمون فقط ووزّع الصلصات والتوابل بخفة وتساوٍ.","Warm or prepare the measured Salmon using its listed cooked form. | Warm cooked components and prepare fresh components from the measured Couscous, Spinach, Romaine, Olive Oil, Tahini, Lemon, keeping each food in its recorded state. | Arrange the complete serving in one flat neutral ceramic dinner plate using only Salmon, Couscous, Spinach, Romaine, Olive Oil, Tahini, Lemon; distribute sauces and seasonings lightly and evenly.","/nutrition/meals/MEAL-101/cover.webp","/nutrition/meals/MEAL-101/cover-thumb.webp","ready","FILES_PRESENT","{""calorie_band_kcal"":""600_plus"",""protein_band_g"":""20_29"",""carb_band_g"":""high"",""fat_band_g"":""high"",""meal_type_required"":true,""max_calorie_delta_pct"":10,""max_protein_delta_g"":8,""exclude_allergens"":true}","gluten|fish|sesame","pescatarian|high_fiber|omega_3","NOT_AVAILABLE","NO_EXPLICIT_TAG","NO_EXPLICIT_TAG","fat_loss|maintenance|muscle_gain","Nutrition Library V2. USDA FoodData Central. One serving. Identity is external_id.","USDA FoodData Central — SR Legacy (April 2018 release)"
"MEAL-102","وعاء الشعير بالطماطم والبقدونس مع لحم الضأن","Tomato-Parsley Barley Bowl with Lamb","YES_DERIVED_FROM_PUBLISHED_READY","published","ready","lunch","MAIN_MEAL","OFFICIAL_MEAL_TYPE","NO_OFFICIAL","YES_OFFICIAL","NO_OFFICIAL","NO_OFFICIAL","NO_OFFICIAL","NO","NO","628","44.1","73.7","17.4","14.1","qa.derived_fiber_g","556","g","1","فخذ ضأن قليل الدهن ومشوي / Lamb leg, lean, cooked, roasted: 130g; شعير لؤلؤي مطهو / Pearled barley, cooked: 218g; فلفل حلو أحمر طازج / Red bell pepper, raw: 80g; خيار طازج بالقشر / Cucumber with peel, raw: 50g; أفوكادو طازج / Avocado, raw: 50g; طماطم طازجة / Tomato, raw: 20g; بقدونس طازج / Fresh parsley: 8g","سخّن أو حضّر كمية لحم الضأن المحددة وفق حالتها المطهوة المدرجة. | سخّن المكونات المطهوة وحضّر المكونات الطازجة من الكميات المحددة من الشعير، الفلفل الأحمر، الخيار، الأفوكادو، الطماطم، البقدونس مع الحفاظ على حالة كل مكوّن المسجلة. | رتّب الحصة كاملة في وعاء حجري عريض وضحل باستخدام لحم الضأن، الشعير، الفلفل الأحمر، الخيار، الأفوكادو، الطماطم، البقدونس فقط ووزّع الصلصات والتوابل بخفة وتساوٍ.","Warm or prepare the measured Lamb using its listed cooked form. | Warm cooked components and prepare fresh components from the measured Barley, Red Pepper, Cucumber, Avocado, Tomato, Parsley, keeping each food in its recorded state. | Arrange the complete serving in one wide shallow stoneware bowl using only Lamb, Barley, Red Pepper, Cucumber, Avocado, Tomato, Parsley; distribute sauces and seasonings lightly and evenly.","/nutrition/meals/MEAL-102/cover.webp","/nutrition/meals/MEAL-102/cover-thumb.webp","ready","FILES_PRESENT","{""calorie_band_kcal"":""600_plus"",""protein_band_g"":""40_plus"",""carb_band_g"":""high"",""fat_band_g"":""moderate"",""meal_type_required"":true,""max_calorie_delta_pct"":10,""max_protein_delta_g"":8,""exclude_allergens"":true}","gluten","high_protein|high_fiber","NOT_AVAILABLE","NO_EXPLICIT_TAG","NO_EXPLICIT_TAG","fat_loss|maintenance|muscle_gain","Nutrition Library V2. USDA FoodData Central. One serving. Identity is external_id.","USDA FoodData Central — SR Legacy (April 2018 release)"
"MEAL-103","طبق سمك القد بالليمون والأعشاب مع البطاطا الحلوة","Lemon-Herb Cod Plate with Sweet Potato","YES_DERIVED_FROM_PUBLISHED_READY","published","ready","lunch","MAIN_MEAL","OFFICIAL_MEAL_TYPE","NO_OFFICIAL","YES_OFFICIAL","NO_OFFICIAL","NO_OFFICIAL","NO_OFFICIAL","NO","NO","571","30","42.1","31.4","9.4","qa.derived_fiber_g","436","g","1","قد أطلسي مطهو بحرارة جافة / Pacific cod, cooked with dry heat: 120g; بطاطا حلوة مشوية / Baked sweet potato: 140g; فطر أبيض مطهو / White mushrooms, cooked: 80g; بازلاء خضراء مطهوة / Green peas, cooked: 50g; زيت زيتون / Olive oil: 30g; عصير ليمون طازج / Lemon juice, raw: 8g; بقدونس طازج / Fresh parsley: 8g","سخّن أو حضّر كمية سمك القد المحددة وفق حالتها المطهوة المدرجة. | سخّن المكونات المطهوة وحضّر المكونات الطازجة من الكميات المحددة من البطاطا الحلوة، الفطر، البازلاء الخضراء، زيت الزيتون، الليمون، البقدونس مع الحفاظ على حالة كل مكوّن المسجلة. | رتّب الحصة كاملة في طبق خزفي مسطح ومحايد باستخدام سمك القد، البطاطا الحلوة، الفطر، البازلاء الخضراء، زيت الزيتون، الليمون، البقدونس فقط ووزّع الصلصات والتوابل بخفة وتساوٍ.","Warm or prepare the measured Cod using its listed cooked form. | Warm cooked components and prepare fresh components from the measured Sweet Potato, Mushrooms, Green Peas, Olive Oil, Lemon, Parsley, keeping each food in its recorded state. | Arrange the complete serving in one flat neutral ceramic dinner plate using only Cod, Sweet Potato, Mushrooms, Green Peas, Olive Oil, Lemon, Parsley; distribute sauces and seasonings lightly and evenly.","/nutrition/meals/MEAL-103/cover.webp","/nutrition/meals/MEAL-103/cover-thumb.webp","ready","FILES_PRESENT","{""calorie_band_kcal"":""450_599"",""protein_band_g"":""30_39"",""carb_band_g"":""moderate"",""fat_band_g"":""high"",""meal_type_required"":true,""max_calorie_delta_pct"":10,""max_protein_delta_g"":8,""exclude_allergens"":true}","fish","pescatarian|gluten_free|high_fiber","NOT_AVAILABLE","NO_EXPLICIT_TAG","NO_EXPLICIT_TAG","fat_loss|maintenance|muscle_gain","Nutrition Library V2. USDA FoodData Central. One serving. Identity is external_id.","USDA FoodData Central — SR Legacy (April 2018 release)"
"MEAL-104","وعاء الديك الرومي بالثوم والبابريكا مع الأرز البني","Garlic-Paprika Turkey Bowl with Brown Rice","YES_DERIVED_FROM_PUBLISHED_READY","published","ready","lunch","MAIN_MEAL","OFFICIAL_MEAL_TYPE","NO_OFFICIAL","YES_OFFICIAL","NO_OFFICIAL","NO_OFFICIAL","NO_OFFICIAL","NO","NO","599","41.9","31.3","34","5.2","qa.derived_fiber_g","380","g","1","صدر ديك رومي مطهو ومشوي / Turkey breast, cooked, roasted: 120g; أرز بني مطهو / Brown rice, cooked: 90g; خس روماني طازج / Romaine lettuce, raw: 80g; سبانخ مطهوة / Spinach, cooked: 50g; زيت زيتون / Olive oil: 30g; ثوم طازج / Garlic, raw: 8g; بابريكا / Paprika: 2g","سخّن أو حضّر كمية الديك الرومي المحددة وفق حالتها المطهوة المدرجة. | سخّن المكونات المطهوة وحضّر المكونات الطازجة من الكميات المحددة من الأرز البني، الخس الروماني، السبانخ، زيت الزيتون، الثوم، البابريكا مع الحفاظ على حالة كل مكوّن المسجلة. | رتّب الحصة كاملة في وعاء حجري عريض وضحل باستخدام الديك الرومي، الأرز البني، الخس الروماني، السبانخ، زيت الزيتون، الثوم، البابريكا فقط ووزّع الصلصات والتوابل بخفة وتساوٍ.","Warm or prepare the measured Turkey using its listed cooked form. | Warm cooked components and prepare fresh components from the measured Brown Rice, Romaine, Spinach, Olive Oil, Garlic, Paprika, keeping each food in its recorded state. | Arrange the complete serving in one wide shallow stoneware bowl using only Turkey, Brown Rice, Romaine, Spinach, Olive Oil, Garlic, Paprika; distribute sauces and seasonings lightly and evenly.","/nutrition/meals/MEAL-104/cover.webp","/nutrition/meals/MEAL-104/cover-thumb.webp","ready","FILES_PRESENT","{""calorie_band_kcal"":""450_599"",""protein_band_g"":""40_plus"",""carb_band_g"":""moderate"",""fat_band_g"":""high"",""meal_type_required"":true,""max_calorie_delta_pct"":10,""max_protein_delta_g"":8,""exclude_allergens"":true}","NOT_AVAILABLE","gluten_free|high_protein","NOT_AVAILABLE","NO_EXPLICIT_TAG","NO_EXPLICIT_TAG","fat_loss|maintenance|muscle_gain","Nutrition Library V2. USDA FoodData Central. One serving. Identity is external_id.","USDA FoodData Central — SR Legacy (April 2018 release)"
